order_id,customer_id,shop_id,ordered_at,status,channel,discount_copper
ORD-000118,WIZ-00114,SHP-13,2024-07-02T17:51:05Z,completed,in_store,0
ORD-000119,WIZ-17414,SHP-02,2024-07-02T13:48:44Z,completed,in_store,0
ORD-000120,WIZ-00841,SHP-08,2024-07-02T15:48:55Z,COMPLETED,in_store,0
ORD-000121,WIZ-18117,SHP-01,2024-07-02 13:55:06,completed,in_store,0
ORD-000122,WIZ-02260,SHP-12,2024-07-02 12:34:37,Completed,in_store,0
ORD-000123,WIZ-06492,SHP-10,2024-07-02T16:01:51Z,completed,in_store,0
ORD-000124,WIZ-00717,SHP-01,2024-07-02 16:23:03,completed,in_store,0
ORD-000125,WIZ-14637,SHP-01,2024-07-02 15:53:59,completed,courier_owl,0
ORD-000126,WIZ-12443,SHP-09,2024-07-02T12:58:26Z,completed,in_store,0
ORD-000127,WIZ-16684,SHP-15,2024-07-02 12:59:06,completed,in_store,0
ORD-000128,WIZ-00842,SHP-15,2024-07-02 11:07:27,Completed,courier_owl,0
ORD-000129,WIZ-15790,SHP-01,2024-07-02 15:31:31,completed,in_store,0
ORD-000130,WIZ-18999,SHP-12,2024-07-02 18:55:39,completed,courier_owl,150
ORD-000131,WIZ-18670,SHP-01,2024-07-02T13:41:22Z,COMPLETED,in_store,0
ORD-000132,WIZ-08506,SHP-15,2024-07-02 09:09:45,completed,in_store,0
ORD-000133,WIZ-02056,SHP-06,2024-07-02T14:19:23Z,COMPLETED,in_store,0
ORD-000134,WIZ-00444,SHP-03,2024-07-02T15:40:47Z,completed,courier_owl,0
ORD-000135,WIZ-03537,SHP-05,2024-07-02T13:04:31Z,completed,marketplace,0
ORD-000136,WIZ-18826,SHP-11,2024-07-02T18:51:35Z,returned,in_store,0
ORD-000137,WIZ-13422,SHP-09,2024-07-02T14:37:21Z,completed,marketplace,350
ORD-000138,WIZ-12852,SHP-09,2024-07-02T15:16:01Z,completed,in_store,0
ORD-000139,WIZ-06484,SHP-03,2024-07-02T12:11:31Z,completed,in_store,0
ORD-000140,WIZ-03601,SHP-13,2024-07-02 10:21:48,Completed,courier_owl,0
ORD-000141,WIZ-17507,SHP-02,2024-07-02T19:09:42Z,completed,in_store,0
ORD-000142,WIZ-07997,SHP-10,2024-07-02T14:02:00Z,completed,courier_owl,0
ORD-000143,WIZ-05398,SHP-12,2024-07-02T12:20:46Z,COMPLETED,in_store,0
ORD-000144,WIZ-19062,SHP-09,2024-07-02 17:52:08,Completed,in_store,0
ORD-000145,WIZ-01607,SHP-11,2024-07-02T15:13:38Z,completed,marketplace,0
ORD-000146,WIZ-02563,SHP-15,2024-07-02 13:55:27,completed,marketplace,0
ORD-000147,WIZ-15134,SHP-04,2024-07-02T15:09:52Z,completed,in_store,0
ORD-000148,WIZ-00931,SHP-04,2024-07-02 09:23:19,completed,in_store,0
ORD-000149,WIZ-18068,SHP-05,2024-07-02 10:09:39,completed,courier_owl,0
ORD-000150,WIZ-05556,SHP-08,2024-07-02T15:55:06Z,completed,courier_owl,0
ORD-000151,WIZ-09312,SHP-05,2024-07-02 10:56:14,completed,in_store,200
ORD-000152,WIZ-19248,SHP-03,2024-07-02T10:57:02Z,completed,in_store,0
ORD-000153,WIZ-11271,SHP-06,2024-07-02T16:12:07Z,COMPLETED,in_store,0
ORD-000154,WIZ-12967,SHP-08,2024-07-02 11:16:13,cancelled,courier_owl,0
ORD-000155,WIZ-02678,SHP-02,2024-07-02T14:48:24Z,COMPLETED,in_store,0
ORD-000156,WIZ-01093,SHP-06,2024-07-03T13:05:07Z,COMPLETED,in_store,0
ORD-000157,WIZ-00745,SHP-02,2024-07-03 12:11:07,Completed,in_store,450
ORD-000158,WIZ-02634,SHP-11,2024-07-03T17:59:54Z,Completed,in_store,0
ORD-000159,WIZ-07061,SHP-02,2024-07-03T12:07:59Z,COMPLETED,courier_owl,0
ORD-000160,WIZ-03583,SHP-11,2024-07-03T11:13:40Z,completed,courier_owl,175
ORD-000161,WIZ-03117,SHP-06,2024-07-03 18:31:57,completed,in_store,0
ORD-000162,WIZ-04439,SHP-01,2024-07-03T14:46:05Z,completed,in_store,0
ORD-000163,WIZ-02556,SHP-03,2024-07-03T15:21:17Z,completed,in_store,0
ORD-000164,WIZ-14388,SHP-01,2024-07-03T14:07:42Z,COMPLETED,in_store,0
ORD-000165,WIZ-04178,SHP-06,2024-07-03T14:35:09Z,Completed,marketplace,0
ORD-000166,WIZ-01388,SHP-09,2024-07-03T14:13:49Z,completed,in_store,0
ORD-000167,WIZ-13025,SHP-13,2024-07-03T13:18:16Z,returned,in_store,0
ORD-000168,WIZ-05292,SHP-08,2024-07-03 14:08:00,completed,in_store,0
ORD-000169,WIZ-09185,SHP-05,2024-07-03T14:07:18Z,Completed,in_store,0
ORD-000170,WIZ-10344,SHP-11,2024-07-03T16:33:43Z,Completed,in_store,0
ORD-000171,WIZ-18858,SHP-02,2024-07-03T14:20:22Z,completed,courier_owl,0
ORD-000172,WIZ-19774,SHP-05,2024-07-03T15:43:30Z,completed,in_store,0
ORD-000173,WIZ-06250,SHP-08,2024-07-03T15:24:10Z,Completed,in_store,0
ORD-000174,WIZ-17413,SHP-14,2024-07-03T12:41:35Z,completed,courier_owl,0
ORD-000175,WIZ-07522,SHP-04,2024-07-03T19:48:18Z,completed,in_store,0
ORD-000176,WIZ-04685,SHP-14,2024-07-03T11:08:08Z,completed,in_store,0
ORD-000177,WIZ-09450,SHP-04,2024-07-03T10:05:05Z,Completed,courier_owl,0
ORD-000178,WIZ-10303,SHP-02,2024-07-03T12:39:50Z,Completed,in_store,0
ORD-000179,WIZ-02033,SHP-04,2024-07-03 17:06:54,completed,marketplace,0
ORD-000180,WIZ-11474,SHP-06,2024-07-03T14:34:31Z,completed,courier_owl,0
ORD-000181,WIZ-05427,SHP-10,2024-07-03T17:15:04Z,completed,courier_owl,0
ORD-000182,WIZ-10252,SHP-02,2024-07-03T14:36:49Z,Completed,courier_owl,0
ORD-000183,WIZ-07041,SHP-05,2024-07-03T15:18:55Z,completed,in_store,0
ORD-000184,WIZ-04328,SHP-04,2024-07-03T11:15:09Z,completed,in_store,0
ORD-000185,WIZ-12778,SHP-06,2024-07-03T10:32:42Z,completed,courier_owl,0
ORD-000186,WIZ-02235,SHP-12,2024-07-03T19:49:23Z,Completed,in_store,0
ORD-000187,WIZ-17309,SHP-02,2024-07-03T15:02:44Z,COMPLETED,courier_owl,0
ORD-000188,WIZ-10296,SHP-13,2024-07-03 11:04:41,completed,marketplace,0
ORD-000189,WIZ-16134,SHP-11,2024-07-03 10:54:43,COMPLETED,in_store,0
ORD-000190,WIZ-07039,SHP-03,2024-07-03 15:09:06,Completed,in_store,0
ORD-000191,WIZ-10900,SHP-10,2024-07-03 13:15:13,completed,in_store,0
ORD-000192,WIZ-19676,SHP-12,2024-07-03T15:12:42Z,completed,in_store,0
ORD-000193,WIZ-10242,SHP-09,2024-07-03T18:57:12Z,completed,marketplace,0
ORD-000194,WIZ-04830,SHP-10,2024-07-03 16:17:25,completed,marketplace,125
ORD-000195,WIZ-04078,SHP-02,2024-07-03 15:32:12,completed,in_store,0
ORD-000196,WIZ-05482,SHP-01,2024-07-03 08:58:15,Completed,in_store,0
ORD-000197,WIZ-13797,SHP-03,2024-07-03T13:11:04Z,completed,in_store,0
ORD-000198,WIZ-18026,SHP-15,2024-07-03T12:42:44Z,completed,courier_owl,0
ORD-000199,WIZ-11040,SHP-06,2024-07-03T15:31:13Z,cancelled,marketplace,475
ORD-000200,WIZ-02335,SHP-05,2024-07-03T17:20:06Z,completed,in_store,0
ORD-000201,WIZ-11018,SHP-05,2024-07-03T11:22:37Z,COMPLETED,in_store,0
ORD-000202,WIZ-09107,SHP-10,2024-07-03 10:26:48,RETURNED,in_store,0
ORD-000203,WIZ-08469,SHP-08,2024-07-03T14:43:36Z,completed,courier_owl,0
ORD-000204,WIZ-01918,SHP-07,2024-07-03T13:18:50Z,completed,in_store,0
ORD-000205,WIZ-11844,SHP-11,2024-07-03T15:28:32Z,completed,courier_owl,0
ORD-000206,WIZ-06574,SHP-06,2024-07-03 10:37:28,COMPLETED,courier_owl,0
ORD-000207,WIZ-19135,SHP-07,2024-07-03T14:39:05Z,completed,in_store,0
ORD-000208,WIZ-06196,SHP-08,2024-07-03 14:11:40,completed,in_store,0
ORD-000209,WIZ-16373,SHP-06,2024-07-03T12:13:59Z,completed,in_store,0
ORD-000210,WIZ-13504,SHP-11,2024-07-03T15:13:19Z,completed,in_store,100
ORD-000211,WIZ-04001,SHP-09,2024-07-03 09:28:28,completed,in_store,275
ORD-000212,WIZ-19564,SHP-09,2024-07-03T17:29:01Z,completed,courier_owl,0
ORD-000213,WIZ-16616,SHP-15,2024-07-03 13:25:49,completed,in_store,0
ORD-000214,WIZ-05622,SHP-02,2024-07-03 11:42:53,completed,in_store,0
ORD-000215,WIZ-10630,SHP-01,2024-07-03T08:42:08Z,Completed,marketplace,0
ORD-000216,WIZ-04807,SHP-07,2024-07-03T11:54:55Z,Completed,in_store,0
ORD-000217,WIZ-00623,SHP-01,2024-07-03T10:52:24Z,Completed,in_store,0
ORD-000218,WIZ-13636,SHP-06,2024-07-03T11:20:53Z,completed,marketplace,0
ORD-000219,WIZ-19135,SHP-13,2024-07-03T13:37:00Z,completed,in_store,0
ORD-000220,WIZ-04215,SHP-15,2024-07-03T18:50:18Z,Completed,courier_owl,0
ORD-000221,WIZ-04070,SHP-03,2024-07-03T11:32:14Z,completed,in_store,0
ORD-000222,WIZ-06291,SHP-03,2024-07-03T13:40:24Z,Completed,in_store,0
ORD-000223,WIZ-14755,SHP-02,2024-07-03 15:31:16,COMPLETED,in_store,50
ORD-000224,WIZ-10734,SHP-09,2024-07-03 13:20:00,completed,courier_owl,0
ORD-000225,WIZ-15888,SHP-06,2024-07-03T12:33:08Z,Completed,in_store,0
ORD-000226,WIZ-07847,SHP-09,2024-07-04 17:59:13,completed,courier_owl,0
ORD-000227,WIZ-17693,SHP-12,2024-07-04 08:17:36,completed,in_store,0
ORD-000228,WIZ-08574,SHP-06,2024-07-04T13:57:58Z,completed,in_store,0
ORD-000229,WIZ-05245,SHP-07,2024-07-04 17:55:49,completed,in_store,0
ORD-000230,WIZ-12098,SHP-10,2024-07-04T15:46:36Z,COMPLETED,in_store,0
ORD-000231,WIZ-02559,SHP-14,2024-07-04 12:09:21,completed,in_store,0
ORD-000232,WIZ-12097,SHP-12,2024-07-04 14:47:26,completed,marketplace,0
ORD-000233,WIZ-19579,SHP-09,2024-07-04T15:43:37Z,completed,in_store,0
ORD-000234,WIZ-08208,SHP-05,2024-07-04 13:39:14,Completed,courier_owl,0
ORD-000235,WIZ-07104,SHP-11,2024-07-04 12:40:26,COMPLETED,in_store,0
ORD-000236,WIZ-14257,SHP-03,2024-07-04T08:49:26Z,completed,courier_owl,0
ORD-000237,WIZ-16535,SHP-13,2024-07-04T13:18:28Z,completed,marketplace,0
ORD-000238,WIZ-16375,SHP-09,2024-07-04 13:04:55,Completed,in_store,0
ORD-000239,WIZ-08287,SHP-12,2024-07-04T12:25:56Z,completed,marketplace,0
ORD-000240,WIZ-04104,SHP-03,2024-07-04T10:46:41Z,COMPLETED,marketplace,0
ORD-000241,WIZ-08997,SHP-12,2024-07-04T10:29:16Z,completed,marketplace,100
ORD-000242,WIZ-16397,SHP-03,2024-07-04T15:26:10Z,completed,courier_owl,0
ORD-000243,WIZ-12439,SHP-08,2024-07-04 13:57:38,completed,in_store,0
ORD-000244,WIZ-08455,SHP-08,2024-07-04T15:01:53Z,Completed,in_store,0
ORD-000245,WIZ-15156,SHP-10,2024-07-04T13:02:40Z,completed,in_store,0
ORD-000246,WIZ-15790,SHP-05,2024-07-04T10:23:16Z,completed,in_store,0
ORD-000247,WIZ-11376,SHP-07,2024-07-04T13:49:10Z,completed,in_store,0
ORD-000248,WIZ-11074,SHP-05,2024-07-04T16:31:15Z,completed,courier_owl,0
ORD-000249,WIZ-00464,SHP-06,2024-07-04T12:26:36Z,Completed,in_store,475
ORD-000250,WIZ-13161,SHP-15,2024-07-04 16:26:44,COMPLETED,courier_owl,0
ORD-000251,WIZ-02786,SHP-08,2024-07-04T14:48:31Z,completed,in_store,0
ORD-000252,WIZ-01766,SHP-07,2024-07-04 12:30:11,completed,in_store,0
ORD-000253,WIZ-05743,SHP-05,2024-07-04T11:24:56Z,completed,in_store,0
ORD-000254,WIZ-19755,SHP-10,2024-07-04 13:42:22,Completed,in_store,0
ORD-000255,WIZ-14757,SHP-04,2024-07-04T17:11:15Z,COMPLETED,courier_owl,0
ORD-000256,WIZ-01366,SHP-10,2024-07-04T16:42:58Z,completed,in_store,275
ORD-000257,WIZ-04551,SHP-11,2024-07-04T09:43:24Z,completed,in_store,0
ORD-000258,WIZ-12827,SHP-01,2024-07-04T16:26:09Z,completed,in_store,0
ORD-000259,WIZ-09059,SHP-05,2024-07-04T13:20:53Z,completed,courier_owl,0
ORD-000260,WIZ-14047,SHP-01,2024-07-04T17:58:22Z,completed,in_store,0
ORD-000261,WIZ-03583,SHP-10,2024-07-04T11:51:53Z,completed,in_store,0
ORD-000262,WIZ-11174,SHP-01,2024-07-04 11:47:55,completed,in_store,0
ORD-000263,WIZ-05870,SHP-05,2024-07-04T13:27:17Z,COMPLETED,marketplace,0
ORD-000264,WIZ-18530,SHP-02,2024-07-04T15:02:41Z,Completed,in_store,0
ORD-000265,WIZ-16585,SHP-02,2024-07-04T13:12:35Z,completed,in_store,0
ORD-000266,WIZ-18198,SHP-12,2024-07-04 12:44:09,COMPLETED,courier_owl,0
ORD-000267,WIZ-05776,SHP-03,2024-07-04T09:55:34Z,Completed,in_store,350
ORD-000268,WIZ-16852,SHP-06,2024-07-04 11:23:34,completed,in_store,450
ORD-000269,WIZ-14362,SHP-11,2024-07-04 11:02:00,returned,courier_owl,275
ORD-000270,WIZ-12688,SHP-05,2024-07-04 11:20:45,COMPLETED,courier_owl,0
ORD-000271,WIZ-00022,SHP-04,2024-07-04T16:44:06Z,completed,in_store,0
ORD-000272,WIZ-19347,SHP-07,2024-07-04T13:58:47Z,Completed,in_store,0
ORD-000273,WIZ-07644,SHP-08,2024-07-05 17:39:51,completed,in_store,0
ORD-000274,WIZ-02708,SHP-06,2024-07-05T10:31:43Z,Completed,in_store,0
ORD-000275,WIZ-03233,SHP-06,2024-07-05T13:35:33Z,Completed,courier_owl,0
ORD-000276,WIZ-07903,SHP-08,2024-07-05 17:42:46,completed,in_store,0
ORD-000277,WIZ-13432,SHP-15,2024-07-05T12:06:46Z,completed,in_store,0
ORD-000278,WIZ-03505,SHP-14,2024-07-05T12:32:39Z,completed,in_store,0
ORD-000279,WIZ-03275,SHP-02,2024-07-05T15:18:47Z,COMPLETED,in_store,0
ORD-000280,WIZ-03051,SHP-09,2024-07-05 10:57:38,Completed,courier_owl,0
ORD-000281,WIZ-02226,SHP-11,2024-07-05T10:38:56Z,Completed,in_store,0
ORD-000282,WIZ-11326,SHP-02,2024-07-05T10:17:26Z,completed,marketplace,0
ORD-000283,WIZ-19841,SHP-08,2024-07-05T13:26:05Z,completed,courier_owl,0
ORD-000284,WIZ-16207,SHP-11,2024-07-05T14:43:19Z,completed,courier_owl,0
ORD-000285,WIZ-08954,SHP-06,2024-07-05T15:53:16Z,completed,courier_owl,0
ORD-000286,WIZ-13510,SHP-08,2024-07-05 19:54:16,completed,courier_owl,0
ORD-000287,WIZ-16207,SHP-10,2024-07-05T15:40:30Z,Completed,marketplace,0
ORD-000288,WIZ-03690,SHP-01,2024-07-05 13:42:49,returned,courier_owl,0
ORD-000289,WIZ-07155,SHP-02,2024-07-05T11:36:55Z,Completed,courier_owl,0
ORD-000290,WIZ-04004,SHP-06,2024-07-05T18:52:01Z,completed,courier_owl,0
ORD-000291,WIZ-04685,SHP-15,2024-07-05T13:58:55Z,Completed,marketplace,0
ORD-000292,WIZ-00035,SHP-10,2024-07-05 12:09:06,completed,in_store,0
ORD-000293,WIZ-09482,SHP-04,2024-07-05 13:11:28,completed,marketplace,0
ORD-000294,WIZ-05720,SHP-06,2024-07-05T08:11:20Z,completed,in_store,175
ORD-000295,WIZ-14637,SHP-08,2024-07-05T12:13:48Z,Completed,in_store,0
ORD-000296,WIZ-07836,SHP-12,2024-07-05 10:00:09,completed,courier_owl,0
ORD-000297,WIZ-15748,SHP-08,2024-07-05T13:32:02Z,completed,in_store,0
ORD-000298,WIZ-17326,SHP-06,2024-07-05 10:30:49,Completed,in_store,125
ORD-000299,WIZ-00841,SHP-01,2024-07-05T13:18:50Z,completed,in_store,0
ORD-000300,WIZ-16935,SHP-12,2024-07-05 12:46:07,completed,courier_owl,0
ORD-000301,WIZ-15706,SHP-09,2024-07-05T16:30:04Z,completed,courier_owl,0
ORD-000302,WIZ-15803,SHP-12,2024-07-05T17:00:17Z,completed,in_store,0
ORD-000303,WIZ-18989,SHP-02,2024-07-05 12:20:48,Completed,courier_owl,75
ORD-000304,WIZ-06867,SHP-02,2024-07-05T16:45:39Z,Completed,in_store,0
ORD-000305,WIZ-08518,SHP-06,2024-07-05T10:03:21Z,Completed,courier_owl,0
