order_item_id,order_id,potion_sku,quantity,unit_price_copper
ITM-000219,ORD-000065,POT-0034,2,705
ITM-000220,ORD-000066,POT-0080,1,557
ITM-000221,ORD-000066,POT-0012,1,222
ITM-000222,ORD-000067,POT-0002,1,935
ITM-000223,ORD-000067,POT-0025,1,717
ITM-000224,ORD-000067,POT-0090,1,128
ITM-000225,ORD-000067,POT-0034,1,670
ITM-000226,ORD-000067,POT-0073,3,1281
ITM-000227,ORD-000068,POT-0046,1,835
ITM-000228,ORD-000068,POT-0065,1,1124
ITM-000229,ORD-000068,POT-0041,1,1412
ITM-000230,ORD-000068,POT-0047,1,1441
ITM-000231,ORD-000068,POT-0049,3,1459
ITM-000232,ORD-000068,POT-0045,2,1087
ITM-000233,ORD-000069,POT-0009,3,531
ITM-000234,ORD-000070,POT-0101,1,665
ITM-000235,ORD-000070,POT-0021,2,899
ITM-000236,ORD-000071,POT-0114,2,500
ITM-000237,ORD-000071,POT-0117,1,312
ITM-000238,ORD-000071,POT-0083,1,1294
ITM-000239,ORD-000071,POT-0025,2,754
ITM-000240,ORD-000072,POT-0071,4,693
ITM-000241,ORD-000073,POT-0012,1,220
ITM-000242,ORD-000073,POT-0119,1,464
ITM-000243,ORD-000074,POT-0042,4,1502
ITM-000244,ORD-000074,POT-0067,1,173
ITM-000245,ORD-000074,POT-0001,2,103
ITM-000246,ORD-000074,POT-0009,1,552
ITM-000247,ORD-000075,POT-0035,1,1081
ITM-000248,ORD-000075,POT-0045,2,1163
ITM-000249,ORD-000076,POT-0022,1,267
ITM-000250,ORD-000076,POT-0094,4,1093
ITM-000251,ORD-000077,POT-0001,1,95
ITM-000252,ORD-000077,POT-0042,4,1526
ITM-000253,ORD-000078,POT-0025,1,748
ITM-000254,ORD-000078,POT-0090,2,119
ITM-000255,ORD-000079,POT-0003,1,479
ITM-000256,ORD-000079,POT-0017,4,1310
ITM-000257,ORD-000080,POT-0105,5,872
ITM-000258,ORD-000080,POT-0089,2,1257
ITM-000259,ORD-000080,POT-0049,1,1461
ITM-000260,ORD-000080,POT-0001,1,102
ITM-000261,ORD-000081,POT-0078,1,676
ITM-000262,ORD-000081,POT-0023,4,682
ITM-000263,ORD-000082,POT-0012,2,232
ITM-000264,ORD-000082,POT-0115,3,560
ITM-000265,ORD-000083,POT-0080,2,579
ITM-000266,ORD-000083,POT-0120,3,311
ITM-000267,ORD-000083,POT-0090,1,126
ITM-000268,ORD-000083,POT-0041,1,1284
ITM-000269,ORD-000084,POT-0004,4,1431
ITM-000270,ORD-000084,POT-0100,1,533
ITM-000271,ORD-000085,POT-0068,1,763
ITM-000272,ORD-000085,POT-0004,1,1457
ITM-000273,ORD-000085,POT-0001,1,97
ITM-000274,ORD-000086,POT-0046,1,838
ITM-000275,ORD-000087,POT-0022,1,272
ITM-000276,ORD-000087,POT-0018,1,1069
ITM-000277,ORD-000087,POT-0079,2,1053
ITM-000278,ORD-000088,POT-0080,1,578
ITM-000279,ORD-000088,POT-0114,1,524
ITM-000280,ORD-000089,POT-0101,1,631
ITM-000281,ORD-000090,POT-0020,3,1451
ITM-000282,ORD-000091,POT-0042,3,1545
ITM-000283,ORD-000091,POT-0090,2,123
ITM-000284,ORD-000091,POT-0072,1,665
ITM-000285,ORD-000091,POT-0009,1,557
ITM-000286,ORD-000092,POT-0011,1,1543
ITM-000287,ORD-000092,POT-0009,4,541
ITM-000288,ORD-000092,POT-0078,2,704
ITM-000289,ORD-000092,POT-0044,5,707
ITM-000290,ORD-000092,POT-0012,3,215
ITM-000291,ORD-000093,POT-0021,1,856
ITM-000292,ORD-000093,POT-0090,1,122
ITM-000293,ORD-000093,POT-0066,3,280
ITM-000294,ORD-000094,POT-0085,2,1408
ITM-000295,ORD-000094,POT-0004,2,1493
ITM-000296,ORD-000094,POT-0100,1,540
ITM-000297,ORD-000094,POT-0101,3,632
ITM-000298,ORD-000094,POT-0009,1,562
ITM-000299,ORD-000095,POT-0078,1,680
ITM-000300,ORD-000095,POT-0090,2,129
ITM-000301,ORD-000095,POT-0104,3,197
ITM-000302,ORD-000095,POT-0004,3,1386
ITM-000303,ORD-000095,POT-0082,1,339
ITM-000304,ORD-000096,POT-0069,1,125
ITM-000305,ORD-000096,POT-0058,1,330
ITM-000306,ORD-000097,POT-0041,2,1339
ITM-000307,ORD-000097,POT-0003,1,493
ITM-000308,ORD-000097,POT-0085,2,1315
ITM-000309,ORD-000097,POT-0005,1,963
ITM-000310,ORD-000097,POT-0009,3,541
ITM-000311,ORD-000098,POT-0084,1,786
ITM-000312,ORD-000098,POT-0034,1,696
ITM-000313,ORD-000098,POT-0042,3,1465
ITM-000314,ORD-000098,POT-0021,1,878
ITM-000315,ORD-000098,POT-0104,2,191
ITM-000316,ORD-000098,POT-0002,1,911
ITM-000317,ORD-000098,POT-0108,2,1395
ITM-000318,ORD-000099,POT-0052,2,103
ITM-000319,ORD-000099,POT-0035,2,1087
ITM-000320,ORD-000099,POT-0026,1,821
ITM-000321,ORD-000100,POT-0021,3,849
ITM-000322,ORD-000100,POT-0094,1,1142
ITM-000323,ORD-000101,POT-0094,1,1094
ITM-000324,ORD-000102,POT-0090,2,124
ITM-000325,ORD-000102,POT-0046,1,876
ITM-000326,ORD-000103,POT-0034,1,660
ITM-000327,ORD-000103,POT-0072,1,633
ITM-000328,ORD-000104,POT-0022,2,266
ITM-000329,ORD-000104,POT-0025,1,751
ITM-000330,ORD-000104,POT-0041,4,1397
ITM-000331,ORD-000105,POT-0038,1,537
ITM-000332,ORD-000105,POT-0004,5,1400
ITM-000333,ORD-000105,POT-0053,1,786
ITM-000334,ORD-000105,POT-0044,1,648
ITM-000335,ORD-000106,POT-0012,2,228
ITM-000336,ORD-000106,POT-0103,5,1118
ITM-000337,ORD-000107,POT-0002,1,953
ITM-000338,ORD-000107,POT-0045,1,1116
ITM-000339,ORD-000107,POT-0044,1,645
ITM-000340,ORD-000107,POT-0024,5,1430
ITM-000341,ORD-000108,POT-0044,3,705
ITM-000342,ORD-000108,POT-0069,1,129
ITM-000343,ORD-000108,POT-0024,1,1564
ITM-000344,ORD-000108,POT-0004,1,1501
ITM-000345,ORD-000108,POT-0041,3,1402
ITM-000346,ORD-000109,POT-0026,1,815
ITM-000347,ORD-000109,POT-0100,1,575
ITM-000348,ORD-000109,POT-0018,3,1011
ITM-000349,ORD-000110,POT-0005,1,1017
ITM-000350,ORD-000110,POT-0047,1,1550
ITM-000351,ORD-000110,POT-0078,3,707
ITM-000352,ORD-000110,POT-0026,2,852
ITM-000353,ORD-000111,POT-0025,1,734
ITM-000354,ORD-000111,POT-0002,1,936
ITM-000355,ORD-000112,POT-0058,1,337
ITM-000356,ORD-000112,POT-0012,1,232
ITM-000357,ORD-000112,POT-0064,3,718
ITM-000358,ORD-000112,POT-0005,2,1019
ITM-000359,ORD-000113,POT-0100,2,558
ITM-000360,ORD-000113,POT-0090,3,130
ITM-000361,ORD-000114,POT-0003,2,452
ITM-000362,ORD-000114,POT-0052,2,99
ITM-000363,ORD-000114,POT-0001,3,103
ITM-000364,ORD-000114,POT-0009,1,559
ITM-000365,ORD-000114,POT-0023,1,646
ITM-000366,ORD-000114,POT-0079,1,1078
ITM-000367,ORD-000115,POT-0009,2,535
ITM-000368,ORD-000116,POT-0089,1,1232
ITM-000369,ORD-000116,POT-0038,1,558
ITM-000370,ORD-000116,POT-0017,2,1239
ITM-000371,ORD-000116,POT-0116,1,1293
ITM-000372,ORD-000117,POT-0105,2,901
ITM-000373,ORD-000117,POT-0115,1,580
ITM-000374,ORD-000117,POT-0061,1,278
ITM-000375,ORD-000118,POT-0021,2,889
ITM-000376,ORD-000118,POT-0038,1,540
ITM-000377,ORD-000118,POT-0009,1,567
ITM-000378,ORD-000119,POT-0072,1,646
ITM-000379,ORD-000119,POT-0002,1,968
ITM-000380,ORD-000119,POT-0089,1,1185
ITM-000381,ORD-000119,POT-0061,3,263
ITM-000382,ORD-000119,POT-0069,1,121
ITM-000383,ORD-000119,POT-0063,1,1477
ITM-000384,ORD-000119,POT-0073,1,1353
ITM-000385,ORD-000119,POT-0044,1,686
ITM-000386,ORD-000120,POT-0021,1,850
ITM-000387,ORD-000121,POT-0061,2,283
ITM-000388,ORD-000121,POT-0084,1,772
ITM-000389,ORD-000121,POT-0079,1,1036
ITM-000390,ORD-000122,POT-0034,1,653
ITM-000391,ORD-000122,POT-0100,1,576
ITM-000392,ORD-000123,POT-0063,2,1538
ITM-000393,ORD-000123,POT-0003,2,454
ITM-000394,ORD-000123,POT-0061,2,282
ITM-000395,ORD-000124,POT-0020,4,1335
ITM-000396,ORD-000124,POT-0093,2,905
ITM-000397,ORD-000124,POT-0119,3,482
ITM-000398,ORD-000124,POT-0042,1,1403
ITM-000399,ORD-000124,POT-0071,3,736
ITM-000400,ORD-000125,POT-0108,2,1406
ITM-000401,ORD-000126,POT-0046,1,871
ITM-000402,ORD-000126,POT-0042,1,1403
ITM-000403,ORD-000126,POT-0029,1,1209
ITM-000404,ORD-000127,POT-0049,2,1517
ITM-000405,ORD-000127,POT-0024,1,1497
ITM-000406,ORD-000127,POT-0090,1,120
ITM-000407,ORD-000127,POT-0068,1,757
ITM-000408,ORD-000127,POT-0036,1,813
ITM-000409,ORD-000128,POT-0073,2,1321
ITM-000410,ORD-000128,POT-0024,1,1460
ITM-000411,ORD-000128,POT-0058,2,318
ITM-000412,ORD-000129,POT-0002,2,938
ITM-000413,ORD-000130,POT-0004,2,1508
ITM-000414,ORD-000130,POT-0046,1,886
ITM-000415,ORD-000131,POT-0085,1,1294
ITM-000416,ORD-000131,POT-0021,1,915
ITM-000417,ORD-000131,POT-0066,3,269
ITM-000418,ORD-000131,POT-0026,1,874
ITM-000419,ORD-000131,POT-0005,1,927
ITM-000420,ORD-000131,POT-0003,1,466
ITM-000421,ORD-000132,POT-0021,1,862
ITM-000422,ORD-000133,POT-0046,2,903
ITM-000423,ORD-000133,POT-0005,2,937
ITM-000424,ORD-000134,POT-0066,5,280
ITM-000425,ORD-000134,POT-0079,1,1057
ITM-000426,ORD-000134,POT-0005,1,939
ITM-000427,ORD-000134,POT-0100,3,535
ITM-000428,ORD-000135,POT-0001,1,103
ITM-000429,ORD-000136,POT-0049,2,1406
ITM-000430,ORD-000137,POT-0045,4,1141
ITM-000431,ORD-000138,POT-0001,1,97
ITM-000432,ORD-000138,POT-0042,2,1484
ITM-000433,ORD-000139,POT-0003,4,489
ITM-000434,ORD-000139,POT-0064,2,705
ITM-000435,ORD-000139,POT-0044,1,667
ITM-000436,ORD-000139,POT-0085,1,1357
ITM-000437,ORD-000140,POT-0025,1,751
ITM-000438,ORD-000140,POT-0064,1,671
ITM-000439,ORD-000140,POT-0103,1,1153
ITM-000440,ORD-000141,POT-0023,1,691
ITM-000441,ORD-000141,POT-0063,2,1468
ITM-000442,ORD-000142,POT-0005,1,942
ITM-000443,ORD-000142,POT-0002,1,890
ITM-000444,ORD-000142,POT-0068,1,803
ITM-000445,ORD-000142,POT-0043,2,700
ITM-000446,ORD-000142,POT-0045,2,1155
ITM-000447,ORD-000142,POT-0089,1,1258
ITM-000448,ORD-000142,POT-0101,2,646
ITM-000449,ORD-000143,POT-0079,1,1001
ITM-000450,ORD-000143,POT-0047,1,1454
ITM-000451,ORD-000144,POT-0025,2,743
ITM-000452,ORD-000144,POT-0026,1,849
ITM-000453,ORD-000144,POT-0036,2,812
ITM-000454,ORD-000144,POT-0022,4,278
ITM-000455,ORD-000144,POT-0063,1,1445
ITM-000456,ORD-000145,POT-0017,2,1283
ITM-000457,ORD-000146,POT-0001,1,97
ITM-000458,ORD-000146,POT-0101,3,662
ITM-000459,ORD-000146,POT-0021,1,903
ITM-000460,ORD-000146,POT-0064,1,700
ITM-000461,ORD-000146,POT-0049,2,1480
ITM-000462,ORD-000147,POT-0082,1,315
ITM-000463,ORD-000147,POT-0038,1,529
ITM-000464,ORD-000148,POT-0001,1,95
ITM-000465,ORD-000148,POT-0051,2,1069
ITM-000466,ORD-000148,POT-0062,4,131
ITM-000467,ORD-000149,POT-0061,1,263
ITM-000468,ORD-000150,POT-0038,2,541
ITM-000469,ORD-000150,POT-0105,2,904
ITM-000470,ORD-000151,POT-0020,1,1414
ITM-000471,ORD-000151,POT-0044,3,665
ITM-000472,ORD-000151,POT-0067,3,172
ITM-000473,ORD-000152,POT-0003,1,465
ITM-000474,ORD-000152,POT-0079,1,1089
ITM-000475,ORD-000152,POT-0018,2,1057
ITM-000476,ORD-000152,POT-0051,1,1074
ITM-000477,ORD-000153,POT-0049,1,1458
ITM-000478,ORD-000154,POT-0072,5,632
ITM-000479,ORD-000154,POT-0100,1,529
ITM-000480,ORD-000154,POT-0075,2,810
ITM-000481,ORD-000154,POT-0065,1,1094
ITM-000482,ORD-000154,POT-0084,4,733
ITM-000483,ORD-000155,POT-0036,1,834
ITM-000484,ORD-000155,POT-0066,4,278
ITM-000485,ORD-000155,POT-0017,1,1253
ITM-000486,ORD-000155,POT-0003,1,492
ITM-000487,ORD-000156,POT-0035,2,1062
ITM-000488,ORD-000156,POT-0044,1,707
ITM-000489,ORD-000156,POT-0072,3,648
ITM-000490,ORD-000156,POT-0066,5,263
ITM-000491,ORD-000156,POT-0085,3,1376
ITM-000492,ORD-000156,POT-0079,1,1044
ITM-000493,ORD-000157,POT-0049,1,1487
ITM-000494,ORD-000158,POT-0003,1,464
ITM-000495,ORD-000159,POT-0003,1,461
ITM-000496,ORD-000159,POT-0089,1,1211
ITM-000497,ORD-000159,POT-0078,1,685
ITM-000498,ORD-000159,POT-0085,2,1343
ITM-000499,ORD-000160,POT-0021,3,888
ITM-000500,ORD-000160,POT-0090,5,121
ITM-000501,ORD-000160,POT-0047,2,1544
ITM-000502,ORD-000160,POT-0079,1,1063
ITM-000503,ORD-000161,POT-0041,3,1354
ITM-000504,ORD-000161,POT-0020,2,1368
ITM-000505,ORD-000161,POT-0043,3,686
ITM-000506,ORD-000161,POT-0064,1,710
ITM-000507,ORD-000161,POT-0009,2,535
ITM-000508,ORD-000161,POT-0017,2,1263
ITM-000509,ORD-000161,POT-0068,3,762
ITM-000510,ORD-000162,POT-0042,5,1417
ITM-000511,ORD-000162,POT-0023,1,646
ITM-000512,ORD-000162,POT-0004,1,1516
ITM-000513,ORD-000162,POT-0079,1,998
ITM-000514,ORD-000162,POT-0100,1,548
ITM-000515,ORD-000162,POT-0114,3,486
ITM-000516,ORD-000162,POT-0041,1,1367
ITM-000517,ORD-000162,POT-0038,1,536
ITM-000518,ORD-000163,POT-0012,2,232
ITM-000519,ORD-000163,POT-0024,1,1541
ITM-000520,ORD-000163,POT-0115,5,602
ITM-000521,ORD-000163,POT-0042,1,1417
ITM-000522,ORD-000164,POT-0043,1,668
ITM-000523,ORD-000164,POT-0018,4,1018
ITM-000524,ORD-000164,POT-0034,1,642
ITM-000525,ORD-000164,POT-0002,1,911
ITM-000526,ORD-000165,POT-0036,1,796
ITM-000527,ORD-000165,POT-0042,1,1541
ITM-000528,ORD-000165,POT-0085,1,1326
ITM-000529,ORD-000165,POT-0089,1,1285
ITM-000530,ORD-000165,POT-0012,1,223
ITM-000531,ORD-000165,POT-0064,2,725
ITM-000532,ORD-000165,POT-0011,1,1408
ITM-000533,ORD-000166,POT-0018,1,1061
ITM-000534,ORD-000166,POT-0001,1,100
ITM-000535,ORD-000167,POT-0044,1,671
ITM-000536,ORD-000167,POT-0038,3,530
ITM-000537,ORD-000167,POT-0004,1,1515
ITM-000538,ORD-000168,POT-0043,1,686
ITM-000539,ORD-000168,POT-0073,1,1272
ITM-000540,ORD-000169,POT-0108,1,1291
ITM-000541,ORD-000169,POT-0068,1,798
ITM-000542,ORD-000170,POT-0064,2,731
ITM-000543,ORD-000170,POT-0089,2,1213
ITM-000544,ORD-000170,POT-0052,2,104
ITM-000545,ORD-000170,POT-0004,1,1469
ITM-000546,ORD-000170,POT-0023,1,667
ITM-000547,ORD-000170,POT-0005,3,966
ITM-000548,ORD-000170,POT-0082,1,315
ITM-000549,ORD-000171,POT-0036,1,840
ITM-000550,ORD-000171,POT-0021,1,841
ITM-000551,ORD-000172,POT-0022,1,278
ITM-000552,ORD-000172,POT-0038,1,550
ITM-000553,ORD-000172,POT-0005,1,955
ITM-000554,ORD-000173,POT-0012,5,229
ITM-000555,ORD-000173,POT-0084,1,783
ITM-000556,ORD-000173,POT-0004,1,1482
ITM-000557,ORD-000174,POT-0075,2,834
ITM-000558,ORD-000174,POT-0104,2,195
ITM-000559,ORD-000174,POT-0036,1,847
ITM-000560,ORD-000174,POT-0029,4,1151
ITM-000561,ORD-000174,POT-0089,1,1274
ITM-000562,ORD-000175,POT-0051,2,1082
ITM-000563,ORD-000175,POT-0005,1,983
ITM-000564,ORD-000176,POT-0020,2,1436
ITM-000565,ORD-000176,POT-0045,1,1084
ITM-000566,ORD-000176,POT-0073,1,1362
ITM-000567,ORD-000177,POT-0038,1,537
ITM-000568,ORD-000177,POT-0022,2,277
ITM-000569,ORD-000177,POT-0035,2,1119
ITM-000570,ORD-000177,POT-0049,3,1515
ITM-000571,ORD-000177,POT-0043,1,661
ITM-000572,ORD-000177,POT-0029,2,1159
