membership_id,customer_id,guild_id,tier,valid_from,valid_to
MEM-00156,WIZ-00211,GLD-02,Apprentice,2024-12-14,
MEM-00157,WIZ-00212,GLD-11,apprentice,2023-03-17,
MEM-00158,WIZ-00214,GLD-08,apprentice,2024-04-23,
MEM-00159,WIZ-00217,GLD-12,apprentice,2024-08-17,
MEM-00160,WIZ-00219,GLD-04,apprentice,2024-11-09,
MEM-00161,WIZ-00221,GLD-12,adept,2026-03-13,
MEM-00162,WIZ-00222,GLD-05,apprentice,2025-12-21,
MEM-00163,WIZ-00224,GLD-04,Archmage,2026-06-27,
MEM-00164,WIZ-00225,GLD-10,adept,2026-01-10,2026-06-21
MEM-00165,WIZ-00225,GLD-10,archmage,2026-06-21,
MEM-00166,WIZ-00228,GLD-12,Archmage,2026-05-24,
MEM-00167,WIZ-00235,GLD-07,APPRENTICE,2024-05-01,
MEM-00168,WIZ-00236,GLD-02,APPRENTICE,2024-07-25,
MEM-00169,WIZ-00238,GLD-12,adept,2025-07-25,2026-06-23
MEM-00170,WIZ-00238,GLD-12,ARCHMAGE,2026-06-23,
MEM-00171,WIZ-00239,GLD-09,adept,2025-06-20,
MEM-00172,WIZ-00240,GLD-02,APPRENTICE,2025-03-24,
MEM-00173,WIZ-00241,GLD-10,apprentice,2026-04-28,
MEM-00174,WIZ-00242,GLD-10,apprentice,2024-06-17,
MEM-00175,WIZ-00243,GLD-07,apprentice,2026-02-03,
MEM-00176,WIZ-00244,GLD-03,apprentice,2026-05-17,
MEM-00177,WIZ-00245,GLD-02,apprentice,2026-02-25,
MEM-00178,WIZ-00246,GLD-01,adept,2024-01-01,
MEM-00179,WIZ-00247,GLD-07,apprentice,2025-06-16,
MEM-00180,WIZ-00248,GLD-12,apprentice,2024-01-13,
MEM-00181,WIZ-00250,GLD-06,apprentice,2024-06-30,
MEM-00182,WIZ-00251,GLD-09,apprentice,2026-04-24,
MEM-00183,WIZ-00253,GLD-01,adept,2024-04-07,2025-01-16
MEM-00184,WIZ-00253,GLD-01,archmage,2025-01-16,
MEM-00185,WIZ-00256,GLD-11,archmage,2025-03-01,
MEM-00186,WIZ-00257,GLD-05,apprentice,2024-03-27,
MEM-00187,WIZ-00258,GLD-04,Adept,2026-04-23,
MEM-00188,WIZ-00261,GLD-01,apprentice,2026-04-21,
MEM-00189,WIZ-00263,GLD-05,Apprentice,2025-04-30,
MEM-00190,WIZ-00265,GLD-05,apprentice,2025-04-05,
MEM-00191,WIZ-00267,GLD-10,apprentice,2026-01-07,
MEM-00192,WIZ-00269,GLD-04,apprentice,2025-09-19,
MEM-00193,WIZ-00270,GLD-01,ADEPT,2025-12-28,
MEM-00194,WIZ-00273,GLD-06,Adept,2025-10-20,
MEM-00195,WIZ-00274,GLD-07,apprentice,2025-06-17,
MEM-00196,WIZ-00275,GLD-04,archmage,2026-05-07,
MEM-00197,WIZ-00276,GLD-09,apprentice,2025-03-16,
MEM-00198,WIZ-00278,GLD-02,apprentice,2026-01-17,
MEM-00199,WIZ-00279,GLD-03,APPRENTICE,2026-02-25,
MEM-00200,WIZ-00280,GLD-03,apprentice,2023-11-23,
MEM-00201,WIZ-00283,GLD-05,adept,2023-04-07,
MEM-00202,WIZ-00284,GLD-12,apprentice,2023-12-18,
MEM-00203,WIZ-00285,GLD-11,APPRENTICE,2024-11-03,
MEM-00204,WIZ-00286,GLD-04,adept,2024-04-22,
MEM-00205,WIZ-00287,GLD-12,archmage,2023-11-03,
MEM-00206,WIZ-00288,GLD-02,apprentice,2025-12-14,
MEM-00207,WIZ-00289,GLD-01,adept,2024-09-18,
MEM-00208,WIZ-00292,GLD-12,adept,2024-10-23,
MEM-00209,WIZ-00294,GLD-02,adept,2025-10-11,
MEM-00210,WIZ-00295,GLD-05,Apprentice,2026-06-23,
MEM-00211,WIZ-00296,GLD-09,adept,2023-08-22,
MEM-00212,WIZ-00297,GLD-04,apprentice,2025-10-04,
MEM-00213,WIZ-00298,GLD-06,Apprentice,2024-09-05,
MEM-00214,WIZ-00299,GLD-10,Adept,2024-12-24,
MEM-00215,WIZ-00303,GLD-11,adept,2024-03-24,2025-09-28
MEM-00216,WIZ-00303,GLD-11,archmage,2025-09-28,
MEM-00217,WIZ-00304,GLD-01,apprentice,2025-03-10,
MEM-00218,WIZ-00305,GLD-06,apprentice,2026-01-08,
MEM-00219,WIZ-00306,GLD-01,APPRENTICE,2023-07-08,
MEM-00220,WIZ-00307,GLD-09,Apprentice,2024-03-13,
MEM-00221,WIZ-00309,GLD-10,APPRENTICE,2024-11-20,
MEM-00222,WIZ-00312,GLD-10,apprentice,2026-06-14,
MEM-00223,WIZ-00313,GLD-01,Apprentice,2025-11-17,2026-05-31
MEM-00224,WIZ-00313,GLD-01,Adept,2026-05-31,
MEM-00225,WIZ-00316,GLD-05,apprentice,2025-08-12,
MEM-00226,WIZ-00317,GLD-06,apprentice,2024-02-04,
MEM-00227,WIZ-00318,GLD-06,Apprentice,2026-04-15,
MEM-00228,WIZ-00320,GLD-07,Apprentice,2025-11-11,
MEM-00229,WIZ-00323,GLD-10,apprentice,2024-12-26,
MEM-00230,WIZ-00326,GLD-05,apprentice,2026-02-06,2026-04-04
MEM-00231,WIZ-00326,GLD-05,adept,2026-04-04,
MEM-00232,WIZ-00327,GLD-11,archmage,2026-06-12,
MEM-00233,WIZ-00328,GLD-11,apprentice,2024-10-01,
MEM-00234,WIZ-00334,GLD-09,apprentice,2026-05-24,
MEM-00235,WIZ-00336,GLD-04,archmage,2026-06-27,
MEM-00236,WIZ-00337,GLD-08,adept,2024-12-22,
MEM-00237,WIZ-00339,GLD-10,adept,2024-01-17,2024-09-08
MEM-00238,WIZ-00339,GLD-10,archmage,2024-09-08,
MEM-00239,WIZ-00342,GLD-04,Archmage,2024-03-24,
MEM-00240,WIZ-00344,GLD-10,adept,2024-06-04,
MEM-00241,WIZ-00345,GLD-05,Apprentice,2024-07-03,
MEM-00242,WIZ-00347,GLD-10,ADEPT,2025-12-15,
MEM-00243,WIZ-00348,GLD-11,Archmage,2025-12-03,
MEM-00244,WIZ-00349,GLD-09,apprentice,2026-06-05,
MEM-00245,WIZ-00351,GLD-03,Adept,2025-05-31,
MEM-00246,WIZ-00354,GLD-01,apprentice,2023-09-05,
MEM-00247,WIZ-00355,GLD-03,apprentice,2023-08-30,
MEM-00248,WIZ-00357,GLD-10,apprentice,2024-03-16,
MEM-00249,WIZ-00358,GLD-04,apprentice,2026-04-29,
MEM-00250,WIZ-00359,GLD-12,adept,2025-12-26,
MEM-00251,WIZ-00361,GLD-10,apprentice,2023-06-10,
MEM-00252,WIZ-00363,GLD-06,adept,2023-10-18,
MEM-00253,WIZ-00366,GLD-10,Apprentice,2025-10-29,
MEM-00254,WIZ-00368,GLD-09,apprentice,2026-05-29,
MEM-00255,WIZ-00369,GLD-03,ADEPT,2025-09-06,
MEM-00256,WIZ-00370,GLD-04,apprentice,2026-03-25,
MEM-00257,WIZ-00372,GLD-03,apprentice,2023-06-27,
MEM-00258,WIZ-00373,GLD-01,Adept,2024-02-11,
MEM-00259,WIZ-00375,GLD-11,Apprentice,2026-05-15,
MEM-00260,WIZ-00377,GLD-09,apprentice,2026-04-12,
MEM-00261,WIZ-00379,GLD-08,archmage,2026-02-13,
MEM-00262,WIZ-00382,GLD-04,adept,2024-04-22,2025-03-22
MEM-00263,WIZ-00382,GLD-04,Archmage,2025-03-22,
MEM-00264,WIZ-00383,GLD-04,adept,2026-06-19,
MEM-00265,WIZ-00384,GLD-08,APPRENTICE,2024-04-04,
MEM-00266,WIZ-00385,GLD-08,adept,2026-02-25,
MEM-00267,WIZ-00386,GLD-02,Apprentice,2023-07-13,
MEM-00268,WIZ-00387,GLD-12,archmage,2023-08-06,
MEM-00269,WIZ-00389,GLD-07,archmage,2026-03-26,
MEM-00270,WIZ-00390,GLD-09,archmage,2025-02-15,
MEM-00271,WIZ-00393,GLD-10,apprentice,2024-01-31,
MEM-00272,WIZ-00394,GLD-05,Apprentice,2026-02-26,
MEM-00273,WIZ-00395,GLD-07,adept,2024-06-24,
MEM-00274,WIZ-00398,GLD-05,apprentice,2023-06-30,
MEM-00275,WIZ-00399,GLD-12,adept,2026-06-30,
MEM-00276,WIZ-00400,GLD-07,adept,2023-10-31,
MEM-00277,WIZ-00401,GLD-11,archmage,2024-06-26,
MEM-00278,WIZ-00402,GLD-06,apprentice,2025-07-15,
MEM-00279,WIZ-00403,GLD-02,apprentice,2026-04-01,
MEM-00280,WIZ-00404,GLD-06,Apprentice,2026-05-08,
MEM-00281,WIZ-00405,GLD-06,Adept,2026-06-15,
MEM-00282,WIZ-00406,GLD-07,adept,2023-10-01,
MEM-00283,WIZ-00407,GLD-05,adept,2026-03-17,2026-05-15
MEM-00284,WIZ-00407,GLD-05,archmage,2026-05-15,
MEM-00285,WIZ-00408,GLD-01,archmage,2024-07-24,
MEM-00286,WIZ-00409,GLD-03,apprentice,2025-04-06,
MEM-00287,WIZ-00411,GLD-07,archmage,2024-05-22,
MEM-00288,WIZ-00414,GLD-06,apprentice,2024-10-06,
MEM-00289,WIZ-00416,GLD-05,adept,2024-06-14,
MEM-00290,WIZ-00417,GLD-02,apprentice,2024-12-11,
MEM-00291,WIZ-00418,GLD-07,apprentice,2024-02-07,
MEM-00292,WIZ-00419,GLD-05,adept,2024-10-08,
MEM-00293,WIZ-00420,GLD-02,Apprentice,2024-09-25,2026-04-20
MEM-00294,WIZ-00420,GLD-02,adept,2026-04-20,
MEM-00295,WIZ-00422,GLD-02,apprentice,2026-04-25,
MEM-00296,WIZ-00423,GLD-06,ADEPT,2024-09-09,
MEM-00297,WIZ-00424,GLD-09,apprentice,2026-03-21,
MEM-00298,WIZ-00426,GLD-06,archmage,2026-06-05,
MEM-00299,WIZ-00427,GLD-11,adept,2026-04-20,2026-05-29
MEM-00300,WIZ-00427,GLD-11,archmage,2026-05-29,
MEM-00301,WIZ-00428,GLD-08,archmage,2024-09-10,
MEM-00302,WIZ-00429,GLD-07,adept,2026-01-20,
MEM-00303,WIZ-00430,GLD-04,adept,2025-09-08,2025-11-24
MEM-00304,WIZ-00430,GLD-04,archmage,2025-11-24,
MEM-00305,WIZ-00434,GLD-09,apprentice,2025-06-03,
MEM-00306,WIZ-00436,GLD-04,adept,2025-12-02,
MEM-00307,WIZ-00438,GLD-02,apprentice,2023-07-14,
MEM-00308,WIZ-00439,GLD-03,apprentice,2023-11-11,
MEM-00309,WIZ-00440,GLD-08,apprentice,2026-01-26,
MEM-00310,WIZ-00442,GLD-11,Apprentice,2023-09-30,
MEM-00311,WIZ-00443,GLD-09,adept,2025-06-03,
MEM-00312,WIZ-00444,GLD-07,apprentice,2023-05-09,
MEM-00313,WIZ-00446,GLD-01,apprentice,2023-09-16,
MEM-00314,WIZ-00448,GLD-02,adept,2025-09-29,
MEM-00315,WIZ-00451,GLD-01,adept,2025-12-23,
MEM-00316,WIZ-00452,GLD-11,Apprentice,2023-12-14,2025-08-18
MEM-00317,WIZ-00452,GLD-11,adept,2025-08-18,
MEM-00318,WIZ-00454,GLD-07,adept,2023-02-07,
MEM-00319,WIZ-00456,GLD-04,adept,2026-06-03,
MEM-00320,WIZ-00457,GLD-07,APPRENTICE,2024-05-10,
MEM-00321,WIZ-00458,GLD-07,adept,2025-12-23,
MEM-00322,WIZ-00459,GLD-07,adept,2025-03-15,
MEM-00323,WIZ-00462,GLD-01,apprentice,2024-02-23,
MEM-00324,WIZ-00463,GLD-06,apprentice,2023-12-14,2024-08-12
MEM-00325,WIZ-00463,GLD-06,adept,2024-08-12,
MEM-00326,WIZ-00464,GLD-02,adept,2023-02-12,
MEM-00327,WIZ-00465,GLD-03,apprentice,2025-03-22,
MEM-00328,WIZ-00468,GLD-11,adept,2026-06-13,
MEM-00329,WIZ-00469,GLD-05,apprentice,2023-09-09,
MEM-00330,WIZ-00470,GLD-01,Adept,2023-10-24,2025-09-02
MEM-00331,WIZ-00470,GLD-01,archmage,2025-09-02,
MEM-00332,WIZ-00472,GLD-07,apprentice,2025-11-21,
MEM-00333,WIZ-00473,GLD-05,APPRENTICE,2023-09-04,
MEM-00334,WIZ-00475,GLD-01,apprentice,2026-04-27,
MEM-00335,WIZ-00477,GLD-10,adept,2023-12-31,2024-03-30
MEM-00336,WIZ-00477,GLD-10,Archmage,2024-03-30,
MEM-00337,WIZ-00478,GLD-09,Apprentice,2025-07-13,
MEM-00338,WIZ-00480,GLD-09,apprentice,2025-01-20,
MEM-00339,WIZ-00483,GLD-01,apprentice,2025-11-02,
MEM-00340,WIZ-00484,GLD-01,adept,2026-06-09,
MEM-00341,WIZ-00485,GLD-10,adept,2025-11-10,2026-04-22
MEM-00342,WIZ-00485,GLD-10,archmage,2026-04-22,
MEM-00343,WIZ-00486,GLD-03,ADEPT,2023-08-01,
MEM-00344,WIZ-00487,GLD-10,ARCHMAGE,2025-11-21,
MEM-00345,WIZ-00489,GLD-10,apprentice,2025-11-14,
MEM-00346,WIZ-00490,GLD-04,adept,2025-03-08,
MEM-00347,WIZ-00491,GLD-05,adept,2026-04-01,
MEM-00348,WIZ-00492,GLD-09,apprentice,2024-06-06,
MEM-00349,WIZ-00494,GLD-08,apprentice,2024-01-20,
MEM-00350,WIZ-00496,GLD-06,apprentice,2025-10-31,
MEM-00351,WIZ-00497,GLD-11,adept,2026-01-09,
MEM-00352,WIZ-00498,GLD-01,adept,2025-10-28,
MEM-00353,WIZ-00500,GLD-03,Apprentice,2023-12-05,2025-08-19
MEM-00354,WIZ-00500,GLD-03,adept,2025-08-19,
MEM-00355,WIZ-00501,GLD-05,apprentice,2025-04-07,
MEM-00356,WIZ-00504,GLD-07,adept,2026-05-27,
MEM-00357,WIZ-00505,GLD-11,apprentice,2024-11-06,
MEM-00358,WIZ-00506,GLD-06,apprentice,2024-08-04,
MEM-00359,WIZ-00508,GLD-01,apprentice,2025-03-27,
MEM-00360,WIZ-00512,GLD-10,adept,2023-11-25,
MEM-00361,WIZ-00513,GLD-11,Apprentice,2026-02-22,
MEM-00362,WIZ-00514,GLD-05,apprentice,2023-11-28,
MEM-00363,WIZ-00515,GLD-12,Apprentice,2023-07-29,
MEM-00364,WIZ-00516,GLD-12,adept,2026-02-13,
MEM-00365,WIZ-00517,GLD-11,apprentice,2024-09-01,
MEM-00366,WIZ-00518,GLD-11,apprentice,2024-09-02,
MEM-00367,WIZ-00519,GLD-06,adept,2025-05-15,
MEM-00368,WIZ-00522,GLD-01,ADEPT,2025-08-07,
MEM-00369,WIZ-00523,GLD-12,apprentice,2024-09-16,
MEM-00370,WIZ-00526,GLD-01,Adept,2023-05-18,2025-02-05
MEM-00371,WIZ-00526,GLD-01,archmage,2025-02-05,
MEM-00372,WIZ-00529,GLD-03,apprentice,2024-10-09,
MEM-00373,WIZ-00530,GLD-12,Apprentice,2023-08-29,
MEM-00374,WIZ-00532,GLD-06,apprentice,2025-12-06,
MEM-00375,WIZ-00538,GLD-05,adept,2026-06-11,
MEM-00376,WIZ-00539,GLD-01,apprentice,2025-07-27,
MEM-00377,WIZ-00544,GLD-02,apprentice,2025-10-13,2026-03-31
MEM-00378,WIZ-00544,GLD-02,Adept,2026-03-31,
MEM-00379,WIZ-00545,GLD-08,Apprentice,2026-02-13,2026-06-18
MEM-00380,WIZ-00545,GLD-08,adept,2026-06-18,
MEM-00381,WIZ-00547,GLD-11,Archmage,2026-06-18,
MEM-00382,WIZ-00548,GLD-07,Apprentice,2025-02-28,
MEM-00383,WIZ-00549,GLD-07,APPRENTICE,2024-10-15,
MEM-00384,WIZ-00551,GLD-08,archmage,2024-03-01,
MEM-00385,WIZ-00552,GLD-01,apprentice,2024-10-29,
MEM-00386,WIZ-00553,GLD-09,apprentice,2023-12-10,
MEM-00387,WIZ-00554,GLD-08,ADEPT,2024-08-18,
MEM-00388,WIZ-00556,GLD-09,Apprentice,2026-06-11,
MEM-00389,WIZ-00557,GLD-04,Adept,2025-06-01,2026-04-05
MEM-00390,WIZ-00557,GLD-04,archmage,2026-04-05,
MEM-00391,WIZ-00559,GLD-10,Apprentice,2024-04-01,
MEM-00392,WIZ-00560,GLD-09,apprentice,2026-05-12,
MEM-00393,WIZ-00561,GLD-02,adept,2023-11-01,
MEM-00394,WIZ-00562,GLD-10,Apprentice,2026-04-24,
MEM-00395,WIZ-00563,GLD-07,adept,2026-06-21,
MEM-00396,WIZ-00565,GLD-06,archmage,2026-04-27,
MEM-00397,WIZ-00566,GLD-02,apprentice,2024-12-01,
MEM-00398,WIZ-00567,GLD-08,adept,2023-12-08,
MEM-00399,WIZ-00568,GLD-09,apprentice,2026-06-21,
MEM-00400,WIZ-00569,GLD-05,adept,2024-03-05,
MEM-00401,WIZ-00570,GLD-06,apprentice,2025-08-15,
MEM-00402,WIZ-00573,GLD-05,archmage,2025-08-25,
MEM-00403,WIZ-00574,GLD-10,ADEPT,2025-04-11,
MEM-00404,WIZ-00578,GLD-09,adept,2025-01-15,
MEM-00405,WIZ-00579,GLD-10,apprentice,2025-06-01,
MEM-00406,WIZ-00580,GLD-12,apprentice,2024-09-11,
MEM-00407,WIZ-00582,GLD-06,apprentice,2026-06-13,
MEM-00408,WIZ-00585,GLD-02,adept,2025-03-01,
